x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2007.12.26,2007-12-26 00:00:00,AB,2007,12,26,-10.4,,-14.3,,-6.5,,,M,,M,,M,10,,,M,,M,0,,28.4,,84,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2007.12.27,2007-12-27 00:00:00,AB,2007,12,27,-9.8,,-13,,-6.6,,,M,,M,,M,11,,,M,,M,0,,27.8,,97,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2007.12.28,2007-12-28 00:00:00,AB,2007,12,28,-12,,-15.4,,-8.5,,,M,,M,,M,13,,,M,,M,0,,30,,91,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2007.12.29,2007-12-29 00:00:00,AB,2007,12,29,-14.4,,-18,,-10.7,,,M,,M,,M,12,,,M,,M,0,,32.4,,78,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2007.12.30,2007-12-30 00:00:00,AB,2007,12,30,-14.2,,-14.8,,-13.6,,,M,,M,,M,13,,,M,,M,0,,32.2,,88,,94,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2007.12.31,2007-12-31 00:00:00,AB,2007,12,31,-13.7,,-18,,-9.3,,,M,,M,,M,14,,,M,,M,0,,31.7,,85,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.1,2008-01-01 00:00:00,AB,2008,1,1,-13,,-17.1,,-8.9,,,M,,M,,M,14,,,M,,M,0,,31,,79,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.2,2008-01-02 00:00:00,AB,2008,1,2,-3.4,,-8.9,,2.2,,,M,,M,,M,10,,,M,,M,0,,21.4,,72,,88,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.3,2008-01-03 00:00:00,AB,2008,1,3,-5.7,,-10.8,,-0.6,,,M,,M,,M,10,,,M,,M,0,,23.7,,62,,86,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.4,2008-01-04 00:00:00,AB,2008,1,4,-1.1,,-4.4,,2.3,,,M,,M,,M,10,,,M,,M,0,,19.1,,51,,93,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.5,2008-01-05 00:00:00,AB,2008,1,5,-4.5,,-9,,0.1,,,M,,M,,M,10,,,M,,M,0,,22.5,,77,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.6,2008-01-06 00:00:00,AB,2008,1,6,-4.3,,-9.2,,0.6,,,M,,M,,M,10,,,M,,M,0,,22.3,,73,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.7,2008-01-07 00:00:00,AB,2008,1,7,-8.6,,-13.9,,-3.2,,,M,,M,,M,10,,,M,,M,0,,26.6,,76,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.8,2008-01-08 00:00:00,AB,2008,1,8,-13.8,,-18.3,,-9.3,,,M,,M,,M,10,,,M,,M,0,,31.8,,71,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.9,2008-01-09 00:00:00,AB,2008,1,9,-18.1,,-20,,-16.1,,,M,,M,,M,10,,,M,,M,0,,36.1,,90,,94,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.10,2008-01-10 00:00:00,AB,2008,1,10,-17.8,,-20,,-15.5,,,M,,M,,M,10,,,M,,M,0,,35.8,,86,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.11,2008-01-11 00:00:00,AB,2008,1,11,-8.8,,-16.2,,-1.4,,,M,,M,,M,10,,,M,,M,0,,26.8,,73,,91,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.12,2008-01-12 00:00:00,AB,2008,1,12,-5.2,,-10.9,,0.5,,,M,,M,,M,10,,,M,,M,0,,23.2,,63,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.13,2008-01-13 00:00:00,AB,2008,1,13,-4.2,,-9.7,,1.4,,,M,,M,,M,10,,,M,,M,0,,22.2,,60,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.14,2008-01-14 00:00:00,AB,2008,1,14,-3.3,,-7.1,,0.6,,,M,,M,,M,10,,,M,,M,0,,21.3,,71,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.15,2008-01-15 00:00:00,AB,2008,1,15,-8.2,,-15.1,,-1.2,,,M,,M,,M,10,,,M,,M,0,,26.2,,63,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.16,2008-01-16 00:00:00,AB,2008,1,16,-6.7,,-14.2,,0.8,,,M,,M,,M,10,,,M,,M,0,,24.7,,66,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.17,2008-01-17 00:00:00,AB,2008,1,17,-7.9,,-17.3,,1.6,,,M,,M,,M,10,,,M,,M,0,,25.9,,88,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.18,2008-01-18 00:00:00,AB,2008,1,18,-15.4,,-20.5,,-10.2,,,M,,M,,M,12,,,M,,M,0,,33.4,,82,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.19,2008-01-19 00:00:00,AB,2008,1,19,-13.1,,-15.8,,-10.4,,,M,,M,,M,12,,,M,,M,0,,31.1,,85,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.20,2008-01-20 00:00:00,AB,2008,1,20,-16.4,,-18.7,,-14,,,M,,M,,M,12,,,M,,M,0,,34.4,,77,,94,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.21,2008-01-21 00:00:00,AB,2008,1,21,-11.5,,-19.2,,-3.8,,,M,,M,,M,12,,,M,,M,0,,29.5,,77,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.22,2008-01-22 00:00:00,AB,2008,1,22,-5.2,,-9,,-1.4,,,M,,M,,M,12,,,M,,M,0,,23.2,,74,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.23,2008-01-23 00:00:00,AB,2008,1,23,-6.5,,-11.3,,-1.6,,,M,,M,,M,10,,,M,,M,0,,24.5,,66,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.24,2008-01-24 00:00:00,AB,2008,1,24,-9.5,,-11.6,,-7.3,,,M,,M,,M,10,,,M,,M,0,,27.5,,92,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.25,2008-01-25 00:00:00,AB,2008,1,25,-8.6,,-10.1,,-7.1,,,M,,M,,M,10,,,M,,M,0,,26.6,,86,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.26,2008-01-26 00:00:00,AB,2008,1,26,-5.7,,-10.1,,-1.3,,,M,,M,,M,11,,,M,,M,0,,23.7,,74,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.27,2008-01-27 00:00:00,AB,2008,1,27,-16.2,,-28,,-4.4,,,M,,M,,M,11,,,M,,M,0,,34.2,,78,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.28,2008-01-28 00:00:00,AB,2008,1,28,-30.2,,-32.5,,-27.8,,,M,,M,,M,10,,,M,,M,0,,48.2,,67,,78,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.29,2008-01-29 00:00:00,AB,2008,1,29,-31.9,,-36.1,,-27.6,,,M,,M,,M,13,,,M,,M,0,,49.9,,61,,79,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.30,2008-01-30 00:00:00,AB,2008,1,30,-27,,-29.6,,-24.4,,,M,,M,,M,13,,,M,,M,0,,45,,73,,79,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.1.31,2008-01-31 00:00:00,AB,2008,1,31,-26.6,,-28.4,,-24.7,,,M,,M,,M,13,,,M,,M,0,,44.6,,76,,84,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.1,2008-02-01 00:00:00,AB,2008,2,1,-23,,-26.6,,-19.4,,,M,,M,,M,14,,,M,,M,0,,41,,73,,87,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.2,2008-02-02 00:00:00,AB,2008,2,2,-18.2,,-23.7,,-12.6,,,M,,M,,M,14,,,M,,M,0,,36.2,,69,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.3,2008-02-03 00:00:00,AB,2008,2,3,-20,,-22.9,,-17,,,M,,M,,M,14,,,M,,M,0,,38,,73,,91,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.4,2008-02-04 00:00:00,AB,2008,2,4,-19.7,,-24.4,,-14.9,,,M,,M,,M,14,,,M,,M,0,,37.7,,82,,90,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.5,2008-02-05 00:00:00,AB,2008,2,5,-11.8,,-18.9,,-4.7,,,M,,M,,M,14,,,M,,M,0,,29.8,,61,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.6,2008-02-06 00:00:00,AB,2008,2,6,-7.8,,-14.8,,-0.7,,,M,,M,,M,14,,,M,,M,0,,25.8,,63,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.7,2008-02-07 00:00:00,AB,2008,2,7,-17.5,,-22.1,,-12.8,,,M,,M,,M,16,,,M,,M,0,,35.5,,73,,91,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.8,2008-02-08 00:00:00,AB,2008,2,8,-23.3,,-28.3,,-18.3,,,M,,M,,M,16,,,M,,M,0,,41.3,,61,,86,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.9,2008-02-09 00:00:00,AB,2008,2,9,-28.4,,-31.9,,-24.9,,,M,,M,,M,16,,,M,,M,0,,46.4,,57,,72,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.10,2008-02-10 00:00:00,AB,2008,2,10,-19.9,,-24.9,,-14.9,,,M,,M,,M,16,,,M,,M,0,,37.9,,63,,88,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.11,2008-02-11 00:00:00,AB,2008,2,11,-6.8,,-14.9,,1.3,,,M,,M,,M,16,,,M,,M,0,,24.8,,76,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.12,2008-02-12 00:00:00,AB,2008,2,12,-5.7,,-11.6,,0.2,,,M,,M,,M,16,,,M,,M,0,,23.7,,88,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.13,2008-02-13 00:00:00,AB,2008,2,13,-12.1,,-13.2,,-10.9,,,M,,M,,M,18,,,M,,M,0,,30.1,,82,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.14,2008-02-14 00:00:00,AB,2008,2,14,-6.5,,-12.8,,-0.1,,,M,,M,,M,20,,,M,,M,0,,24.5,,86,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.15,2008-02-15 00:00:00,AB,2008,2,15,1.8,,-6.1,,9.6,,,M,,M,,M,20,,,M,,M,0,,16.2,,58,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.16,2008-02-16 00:00:00,AB,2008,2,16,0.4,,-3.3,,4.1,,,M,,M,,M,17,,,M,,M,0,,17.6,,58,,81,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.17,2008-02-17 00:00:00,AB,2008,2,17,-2.3,,-4.9,,0.4,,,M,,M,,M,17,,,M,,M,0,,20.3,,55,,74,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.18,2008-02-18 00:00:00,AB,2008,2,18,-1.8,,-9.4,,5.8,,,M,,M,,M,16,,,M,,M,0,,19.8,,55,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.19,2008-02-19 00:00:00,AB,2008,2,19,-5.5,,-7.5,,-3.4,,,M,,M,,M,16,,,M,,M,0,,23.5,,83,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.20,2008-02-20 00:00:00,AB,2008,2,20,-4.8,,-11.9,,2.4,,,M,,M,,M,16,,,M,,M,0,,22.8,,65,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.21,2008-02-21 00:00:00,AB,2008,2,21,-0.1,,-9.1,,9,,,M,,M,,M,16,,,M,,M,0,,18.1,,40,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.22,2008-02-22 00:00:00,AB,2008,2,22,-2.3,,-9,,4.5,,,M,,M,,M,16,,,M,,M,0,,20.3,,60,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.23,2008-02-23 00:00:00,AB,2008,2,23,-4.1,,-10.4,,2.2,,,M,,M,,M,16,,,M,,M,0,,22.1,,71,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.24,2008-02-24 00:00:00,AB,2008,2,24,-1.1,,-4.2,,2,,,M,,M,,M,16,,,M,,M,0,,19.1,,67,,87,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.25,2008-02-25 00:00:00,AB,2008,2,25,-3.1,,-8.4,,2.2,,,M,,M,,M,16,,,M,,M,0,,21.1,,69,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.26,2008-02-26 00:00:00,AB,2008,2,26,-0.7,,-7.7,,6.4,,,M,,M,,M,16,,,M,,M,0,,18.7,,51,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.27,2008-02-27 00:00:00,AB,2008,2,27,2.4,,-1.3,,6.1,,,M,,M,,M,16,,,M,,M,0,,15.6,,67,,86,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.28,2008-02-28 00:00:00,AB,2008,2,28,0.4,,-3.4,,4.2,,,M,,M,,M,14,,,M,,M,0,,17.6,,54,,84,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.2.29,2008-02-29 00:00:00,AB,2008,2,29,1,,-4.2,,6.2,,,M,,M,,M,14,,,M,,M,0,,17,,56,,94,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.1,2008-03-01 00:00:00,AB,2008,3,1,-4.7,,-13.4,,4,,,M,,M,,M,13,,,M,,M,0,,22.7,,69,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.2,2008-03-02 00:00:00,AB,2008,3,2,-13.8,,-20.9,,-6.6,,,M,,M,,M,12,,,M,,M,0,,31.8,,57,,80,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.3,2008-03-03 00:00:00,AB,2008,3,3,-2.8,,-7.6,,2,,,M,,M,,M,12,,,M,,M,0,,20.8,,81,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.4,2008-03-04 00:00:00,AB,2008,3,4,-6.2,,-12.9,,0.5,,,M,,M,,M,15,,,M,,M,0,,24.2,,65,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.5,2008-03-05 00:00:00,AB,2008,3,5,-4.1,,-6.7,,-1.4,,,M,,M,,M,15,,,M,,M,0,,22.1,,64,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.6,2008-03-06 00:00:00,AB,2008,3,6,-3.4,,-6.9,,0.2,,,M,,M,,M,17,,,M,,M,0,,21.4,,82,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.7,2008-03-07 00:00:00,AB,2008,3,7,1,,-5.1,,7.1,,,M,,M,,M,16,,,M,,M,0,,17,,54,,93,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.8,2008-03-08 00:00:00,AB,2008,3,8,3,,-4.4,,10.3,,,M,,M,,M,12,,,M,,M,0,,15,,47,,89,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.9,2008-03-09 00:00:00,AB,2008,3,9,1.6,,-4.1,,7.3,,,M,,M,,M,11,,,M,,M,0,,16.4,,48,,93,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.10,2008-03-10 00:00:00,AB,2008,3,10,4.6,,-2.1,,11.2,,,M,,M,,M,8,,,M,,M,0,,13.4,,45,,87,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.11,2008-03-11 00:00:00,AB,2008,3,11,6.4,,1.7,,11,,,M,,M,,M,5,,,M,,M,0,,11.6,,50,,84,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.12,2008-03-12 00:00:00,AB,2008,3,12,3.3,,0.5,,6.1,,,M,,M,,M,,,,M,,M,0,,14.7,,50,,77,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.13,2008-03-13 00:00:00,AB,2008,3,13,-0.5,,-3.2,,2.2,,,M,,M,,M,,,,M,,M,0,,18.5,,65,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.14,2008-03-14 00:00:00,AB,2008,3,14,-3.2,,-5.8,,-0.5,,,M,,M,,M,,,,M,,M,0,,21.2,,78,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.15,2008-03-15 00:00:00,AB,2008,3,15,-8.2,,-13.5,,-2.8,,,M,,M,,M,13,,,M,,M,0,,26.2,,88,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.16,2008-03-16 00:00:00,AB,2008,3,16,-12.4,,-17.5,,-7.2,,,M,,M,,M,8,,,M,,M,0,,30.4,,60,,90,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.17,2008-03-17 00:00:00,AB,2008,3,17,-1,,-7.6,,5.6,,,M,,M,,M,6,,,M,,M,0,,19,,51,,97,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.18,2008-03-18 00:00:00,AB,2008,3,18,1.4,,-4.9,,7.7,,,M,,M,,M,1,,,M,,M,0,,16.6,,33,,81,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.19,2008-03-19 00:00:00,AB,2008,3,19,1.7,,-3.7,,7,,,M,,M,,M,,,,M,,M,0,,16.3,,34,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.20,2008-03-20 00:00:00,AB,2008,3,20,2.5,,-1.3,,6.3,,,M,,M,,M,,,,M,,M,0,,15.5,,55,,90,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.21,2008-03-21 00:00:00,AB,2008,3,21,0.2,,-4.1,,4.5,,,M,,M,,M,,,,M,,M,0,,17.8,,75,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.22,2008-03-22 00:00:00,AB,2008,3,22,0.6,,-2.7,,3.8,,,M,,M,,M,,,,M,,M,0,,17.4,,73,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.23,2008-03-23 00:00:00,AB,2008,3,23,1.5,,-4,,6.9,,,M,,M,,M,,,,M,,M,0,,16.5,,48,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.24,2008-03-24 00:00:00,AB,2008,3,24,1.6,,-2.8,,6,,,M,,M,,M,,,,M,,M,0,,16.4,,31,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.25,2008-03-25 00:00:00,AB,2008,3,25,1,,-3.9,,5.9,,,M,,M,,M,,,,M,,M,0,,17,,34,,84,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.26,2008-03-26 00:00:00,AB,2008,3,26,-1.7,,-7.1,,3.8,,,M,,M,,M,,,,M,,M,0,,19.7,,45,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.27,2008-03-27 00:00:00,AB,2008,3,27,-2.6,,-8,,2.9,,,M,,M,,M,,,,M,,M,0,,20.6,,61,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.28,2008-03-28 00:00:00,AB,2008,3,28,-1.6,,-5.3,,2.2,,,M,,M,,M,,,,M,,M,0,,19.6,,66,,99,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.29,2008-03-29 00:00:00,AB,2008,3,29,-5.8,,-7.6,,-4,,,M,,M,,M,,,,M,,M,0,,23.8,,58,,95,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.30,2008-03-30 00:00:00,AB,2008,3,30,-4.5,,-8.9,,0,,,M,,M,,M,,,,M,,M,0,,22.5,,40,,80,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.3.31,2008-03-31 00:00:00,AB,2008,3,31,-3.5,,-8.9,,2,,,M,,M,,M,,,,M,,M,0,,21.5,,41,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.1,2008-04-01 00:00:00,AB,2008,4,1,-1.2,,-7.5,,5.2,,,M,,M,,M,,,,M,,M,0,,19.2,,26,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.2,2008-04-02 00:00:00,AB,2008,4,2,2.8,,-2.5,,8,,,M,,M,,M,,,,M,,M,0,,15.2,,34,,73,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.3,2008-04-03 00:00:00,AB,2008,4,3,4.5,,0.4,,8.5,,,M,,M,,M,,,,M,,M,0,,13.5,,47,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.4,2008-04-04 00:00:00,AB,2008,4,4,2,,-2.3,,6.2,,,M,,M,,M,,,,M,,M,0,,16,,57,,96,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.5,2008-04-05 00:00:00,AB,2008,4,5,-3.1,,-5.5,,-0.6,,,M,,M,,M,1,,,M,,M,0,,21.1,,90,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.6,2008-04-06 00:00:00,AB,2008,4,6,-0.8,,-4.5,,3,,,M,,M,,M,5,,,M,,M,0,,18.8,,77,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.7,2008-04-07 00:00:00,AB,2008,4,7,1.3,,-1.4,,4,,,M,,M,,M,,,,M,,M,0,,16.7,,83,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.8,2008-04-08 00:00:00,AB,2008,4,8,3,,-1.8,,7.7,,,M,,M,,M,,,,M,,M,0,,15,,70,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.9,2008-04-09 00:00:00,AB,2008,4,9,1.4,,-1.1,,3.9,,,M,,M,,M,,,,M,,M,0,,16.6,,85,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.10,2008-04-10 00:00:00,AB,2008,4,10,3.5,,-1.7,,8.7,,,M,,M,,M,,,,M,,M,0,,14.5,,45,,100,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.11,2008-04-11 00:00:00,AB,2008,4,11,4.8,,-1.8,,11.3,,,M,,M,,M,,,,M,,M,0,,13.2,,31,,84,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.12,2008-04-12 00:00:00,AB,2008,4,12,9.4,E,0.7,E,18,E,,M,,M,,M,,,,M,,M,0,E,8.6,E,,,,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.13,2008-04-13 00:00:00,AB,2008,4,13,14.8,,5.9,,23.6,,,M,,M,,M,,,,M,,M,0,,3.2,,23,,63,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.14,2008-04-14 00:00:00,AB,2008,4,14,5.2,,1.6,,8.7,,,M,,M,,M,,,,M,,M,0,,12.8,,51,,98,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.15,2008-04-15 00:00:00,AB,2008,4,15,3.3,,-1.4,,8,,,M,,M,,M,,,,M,,M,0,,14.7,,35,,92,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.16,2008-04-16 00:00:00,AB,2008,4,16,4.1,,-1.8,,9.9,,,M,,M,,M,,,,M,,M,0,,13.9,,32,,78,
-113.51666944444445,53.57305777777778,EDMONTON BLATCHFORD,3012209,3012209.2008.4.17,2008-04-17 00:00:00,AB,2008,4,17,8.2,,0.8,,15.6,,,M,,M,,M,,,,M,,M,0,,9.8,,18,,78,
